URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://va.gov/fhir/ValueSet/adminGender-vista,1.4.15,active,,AdminGender_VistA,adminGender VistA,"VistA Source ValueSet for Terminology Maps [VF_adminGender](ConceptMap-VF-adminGender.html)","ConceptMap/VF-adminGender","Other"
http://va.gov/fhir/ValueSet/allergyActive,1.4.15,active,,AllergyActive,allergyActive FHIR,"FHIR Target ValueSet for Terminology Maps [VF_allergyActive](ConceptMap-VF-allergyActive.html)","StructureDefinition/AllergyIntolerance,ConceptMap/VF-allergyActive","THO"
http://va.gov/fhir/ValueSet/allergyActive-vista,1.4.15,active,,AllergyActive_VistA,allergyActive VistA,"VistA Source ValueSet for Terminology Maps [VF_allergyActive](ConceptMap-VF-allergyActive.html)","ConceptMap/VF-allergyActive","Other"
http://va.gov/fhir/ValueSet/allergyEnteredInError,1.4.15,active,,AllergyEnteredInError,allergyEnteredInError FHIR,"FHIR Target ValueSet for Terminology Maps [VF_allergyEnteredInError](ConceptMap-VF-allergyEnteredInError.html)","StructureDefinition/AllergyIntolerance,ConceptMap/VF-allergyEnteredInError","THO"
http://va.gov/fhir/ValueSet/allergyEnteredInError-vista,1.4.15,active,,AllergyEnteredInError_VistA,allergyEnteredInError VistA,"VistA Source ValueSet for Terminology Maps [VF_allergyEnteredInError](ConceptMap-VF-allergyEnteredInError.html)","ConceptMap/VF-allergyEnteredInError","Other"
http://va.gov/fhir/ValueSet/allergyMechanism,1.4.15,active,,AllergyMechanism,allergyMechanism FHIR,"FHIR Target ValueSet for Terminology Maps [VF_allergyMechanism](ConceptMap-VF-allergyMechanism.html)","StructureDefinition/AllergyIntolerance,ConceptMap/VF-allergyMechanism","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/allergyMechanism-vista,1.4.15,active,,AllergyMechanism_VistA,allergyMechanism VistA,"VistA Source ValueSet for Terminology Maps [VF_allergyMechanism](ConceptMap-VF-allergyMechanism.html)","ConceptMap/VF-allergyMechanism","Other"
http://va.gov/fhir/ValueSet/allergySeverity,1.4.15,active,,AllergySeverity,allergySeverity FHIR,"FHIR Target ValueSet for Terminology Maps [VF_allergySeverity](ConceptMap-VF-allergySeverity.html)","StructureDefinition/AllergyIntolerance,ConceptMap/VF-allergySeverity","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/allergySeverity-vista,1.4.15,active,,AllergySeverity_VistA,allergySeverity VistA,"VistA Source ValueSet for Terminology Maps [VF_allergySeverity](ConceptMap-VF-allergySeverity.html)","ConceptMap/VF-allergySeverity","Other"
http://va.gov/fhir/ValueSet/allergySubstanceCategory,1.4.15,active,,AllergySubstanceCategory,allergySubstanceCategory FHIR,"FHIR Target ValueSet for Terminology Maps [VF_allergySubstanceCategory](ConceptMap-VF-allergySubstanceCategory.html)","ConceptMap/VF-allergySubstanceCategory,StructureDefinition/AllergyIntolerance","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/allergySubstanceCategory-vista,1.4.15,active,,AllergySubstanceCategory_VistA,allergySubstanceCategory VistA,"VistA Source ValueSet for Terminology Maps [VF_allergySubstanceCategory](ConceptMap-VF-allergySubstanceCategory.html)","ConceptMap/VF-allergySubstanceCategory","Other"
http://va.gov/fhir/ValueSet/allergyVerificationStatus,1.4.15,active,,AllergyVerificationStatus,allergyVerificationStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_allergyVerificationStatus](ConceptMap-VF-allergyVerificationStatus.html)","ConceptMap/VF-allergyVerificationStatus","THO"
http://va.gov/fhir/ValueSet/allergyVerificationStatus-vista,1.4.15,active,,AllergyVerificationStatus_VistA,allergyVerificationStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_allergyVerificationStatus](ConceptMap-VF-allergyVerificationStatus.html)","ConceptMap/VF-allergyVerificationStatus","Other"
http://va.gov/fhir/ValueSet/birthSex,1.4.15,active,,BirthSex,birthSex FHIR,"FHIR Target ValueSet for Terminology Maps [VF_birthSex](ConceptMap-VF-birthSex.html)","ConceptMap/VF-birthSex","THO (V3)"
http://va.gov/fhir/ValueSet/birthSex-vista,1.4.15,active,,BirthSex_VistA,birthSex VistA,"VistA Source ValueSet for Terminology Maps [VF_birthSex](ConceptMap-VF-birthSex.html)","ConceptMap/VF-birthSex","Other"
http://va.gov/fhir/ValueSet/deviceTypePacemaker,1.4.15,active,,DeviceTypePacemaker,deviceTypePacemaker FHIR,"FHIR Target ValueSet for Terminology Maps [VF_deviceTypePacemaker](ConceptMap-VF-deviceTypePacemaker.html)","StructureDefinition/ImplantableDevicePacemaker,StructureDefinition/ImplantableDeviceALead,StructureDefinition/ImplantableDeviceVLead,ConceptMap/VF-deviceTypePacemaker,StructureDefinition/ImplantableDeviceTransmitter","SCT"
http://va.gov/fhir/ValueSet/deviceTypePacemaker-vista,1.4.15,active,,DeviceTypePacemaker_VistA,deviceTypePacemaker VistA,"VistA Source ValueSet for Terminology Maps [VF_deviceTypePacemaker](ConceptMap-VF-deviceTypePacemaker.html)","ConceptMap/VF-deviceTypePacemaker","Other"
http://va.gov/fhir/ValueSet/documentReferencedocStatus,1.4.15,active,,DocumentReferencedocStatus,documentReferencedocStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_documentReferencedocStatus](ConceptMap-VF-documentReferencedocStatus.html)","ConceptMap/VF-documentReferencedocStatus","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/documentReferencedocStatus-vista,1.4.15,active,,DocumentReferencedocStatus_VistA,documentReferencedocStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_documentReferencedocStatus](ConceptMap-VF-documentReferencedocStatus.html)","ConceptMap/VF-documentReferencedocStatus","THO"
http://va.gov/fhir/ValueSet/encounterClass,1.4.15,active,,EncounterClass,encounterClass FHIR,"FHIR Target ValueSet for Terminology Maps [VF_encounterClass](ConceptMap-VF-encounterClass.html)","StructureDefinition/EncounterOutpatient,ConceptMap/VF-encounterClass","THO (V3)"
http://va.gov/fhir/ValueSet/encounterClass-vista,1.4.15,active,,EncounterClass_VistA,encounterClass VistA,"VistA Source ValueSet for Terminology Maps [VF_encounterClass](ConceptMap-VF-encounterClass.html)","ConceptMap/VF-encounterClass","Other"
http://va.gov/fhir/ValueSet/encounterParticipationType,1.4.15,active,,EncounterParticipationType,encounterParticipationType FHIR,"FHIR Target ValueSet for Terminology Maps [VF_encounterParticipationType](ConceptMap-VF-encounterParticipationType.html)","StructureDefinition/EncounterOutpatient,ConceptMap/VF-encounterParticipationType","THO (V3)"
http://va.gov/fhir/ValueSet/encounterParticipationType-vista,1.4.15,active,,EncounterParticipationType_VistA,encounterParticipationType VistA,"VistA Source ValueSet for Terminology Maps [VF_encounterParticipationType](ConceptMap-VF-encounterParticipationType.html)","ConceptMap/VF-encounterParticipationType","Other"
http://va.gov/fhir/ValueSet/encounterProblemStatus,1.4.15,active,,EncounterProblemStatus,encounterProblemStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_encounterProblemStatus](ConceptMap-VF-encounterProblemStatus.html)","StructureDefinition/ConditionEncounterDiagnosis,ConceptMap/VF-encounterProblemStatus","THO"
http://va.gov/fhir/ValueSet/encounterProblemStatus-vista,1.4.15,active,,EncounterProblemStatus_VistA,encounterProblemStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_encounterProblemStatus](ConceptMap-VF-encounterProblemStatus.html)","ConceptMap/VF-encounterProblemStatus","Other"
http://va.gov/fhir/ValueSet/encounterProblemVerificationStatus,1.4.15,active,,EncounterProblemVerificationStatus,encounterProblemVerificationStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_encounterProblemVerificationStatus](ConceptMap-VF-encounterProblemVerificationStatus.html)","StructureDefinition/ConditionEncounterDiagnosis,ConceptMap/VF-encounterProblemVerificationStatus","THO"
http://va.gov/fhir/ValueSet/encounterProblemVerificationStatus-vista,1.4.15,active,,EncounterProblemVerificationStatus_VistA,encounterProblemVerificationStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_encounterProblemVerificationStatus](ConceptMap-VF-encounterProblemVerificationStatus.html)","ConceptMap/VF-encounterProblemVerificationStatus","Other"
http://va.gov/fhir/ValueSet/ethnicityCategory,1.4.15,active,,EthnicityCategory,ethnicityCategory FHIR,"FHIR Target ValueSet for Terminology Maps [VF_ethnicityCategory](ConceptMap-VF-ethnicityCategory.html)","StructureDefinition/Patient,ConceptMap/VF-ethnicityCategory","THO (V3),hl7.fhir.us.core"
http://va.gov/fhir/ValueSet/ethnicityCategory-vista,1.4.15,active,,EthnicityCategory_VistA,ethnicityCategory VistA,"VistA Source ValueSet for Terminology Maps [VF_ethnicityCategory](ConceptMap-VF-ethnicityCategory.html)","ConceptMap/VF-ethnicityCategory","Other"
http://va.gov/fhir/ValueSet/genderIdentity,1.4.15,active,,GenderIdentity,genderIdentity FHIR,"FHIR Target ValueSet for Terminology Maps [VF_genderIdentity](ConceptMap-VF-genderIdentity.html)","StructureDefinition/Patient,ConceptMap/VF-genderIdentity","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/genderIdentity-vista,1.4.15,active,,GenderIdentity_VistA,genderIdentity VistA,"VistA Source ValueSet for Terminology Maps [VF_genderIdentity](ConceptMap-VF-genderIdentity.html)","ConceptMap/VF-genderIdentity","Other"
http://va.gov/fhir/ValueSet/immunizationPrimarySource,1.4.15,active,,ImmunizationPrimarySource,immunizationPrimarySource FHIR,"FHIR Target ValueSet for Terminology Maps [VF_immunizationPrimarySource](ConceptMap-VF-immunizationPrimarySource.html)","ConceptMap/VF-immunizationPrimarySource","FHIR"
http://va.gov/fhir/ValueSet/immunizationPrimarySource-vista,1.4.15,active,,ImmunizationPrimarySource_VistA,immunizationPrimarySource VistA,"VistA Source ValueSet for Terminology Maps [VF_immunizationPrimarySource](ConceptMap-VF-immunizationPrimarySource.html)","ConceptMap/VF-immunizationPrimarySource","THO"
http://va.gov/fhir/ValueSet/immunizationStatusReason,1.4.15,active,,ImmunizationStatusReason,immunizationStatusReason FHIR,"FHIR Target ValueSet for Terminology Maps [VF_immunizationStatusReason](ConceptMap-VF-immunizationStatusReason.html)","ConceptMap/VF-immunizationStatusReason,StructureDefinition/ImmunizationImmunization","THO (V3)"
http://va.gov/fhir/ValueSet/immunizationStatusReason-vista,1.4.15,active,,ImmunizationStatusReason_VistA,immunizationStatusReason VistA,"VistA Source ValueSet for Terminology Maps [VF_immunizationStatusReason](ConceptMap-VF-immunizationStatusReason.html)","ConceptMap/VF-immunizationStatusReason","Other"
http://va.gov/fhir/ValueSet/inferredCVX,1.4.15,active,,InferredCVX,inferredCVX FHIR,"FHIR Target ValueSet for Terminology Maps [VF_inferredCVX](ConceptMap-VF-inferredCVX.html)","ConceptMap/VF-inferredCVX,StructureDefinition/ImmunizationImmunization","hl7.terminology.r4"
http://va.gov/fhir/ValueSet/inferredCVX-vista,1.4.15,active,,InferredCVX_VistA,inferredCVX VistA,"VistA Source ValueSet for Terminology Maps [VF_inferredCVX](ConceptMap-VF-inferredCVX.html)","ConceptMap/VF-inferredCVX","Other"
http://va.gov/fhir/ValueSet/problemStatus,1.4.15,active,,ProblemStatus,problemStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_problemStatus](ConceptMap-VF-problemStatus.html)","StructureDefinition/ConditionProblem,ConceptMap/VF-problemStatus","THO"
http://va.gov/fhir/ValueSet/problemStatus-vista,1.4.15,active,,ProblemStatus_VistA,problemStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_problemStatus](ConceptMap-VF-problemStatus.html)","ConceptMap/VF-problemStatus","Other"
http://va.gov/fhir/ValueSet/problemVerificationStatus,1.4.15,active,,ProblemVerificationStatus,problemVerificationStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_problemVerificationStatus](ConceptMap-VF-problemVerificationStatus.html)","ConceptMap/VF-problemVerificationStatus,StructureDefinition/ConditionProblem","THO"
http://va.gov/fhir/ValueSet/problemVerificationStatus-vista,1.4.15,active,,ProblemVerificationStatus_VistA,problemVerificationStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_problemVerificationStatus](ConceptMap-VF-problemVerificationStatus.html)","ConceptMap/VF-problemVerificationStatus","Other"
http://va.gov/fhir/ValueSet/providerGender,1.4.15,active,,ProviderGender,providerGender FHIR,"FHIR Target ValueSet for Terminology Maps [VF_providerGender](ConceptMap-VF-providerGender.html)","ConceptMap/VF-providerGender,StructureDefinition/Practitioner","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/providerGender-vista,1.4.15,active,,ProviderGender_VistA,providerGender VistA,"VistA Source ValueSet for Terminology Maps [VF_providerGender](ConceptMap-VF-providerGender.html)","ConceptMap/VF-providerGender","Other"
http://va.gov/fhir/ValueSet/raceCategory,1.4.15,active,,RaceCategory,raceCategory FHIR,"FHIR Target ValueSet for Terminology Maps [VF_raceCategory](ConceptMap-VF-raceCategory.html)","StructureDefinition/Patient,ConceptMap/VF-raceCategory","THO (V3),hl7.fhir.us.core"
http://va.gov/fhir/ValueSet/raceCategory-vista,1.4.15,active,,RaceCategory_VistA,raceCategory VistA,"VistA Source ValueSet for Terminology Maps [VF_raceCategory](ConceptMap-VF-raceCategory.html)","ConceptMap/VF-raceCategory","Other"
